entry_date,exit_date,fg_score,entry_price,exit_price,return_pct,hold_days,hit_target,target_gain_pct,label
2011-03-17,2011-03-31,9,47.87,50.38,5.24,14,False,10.0,Extreme Fear (1-10)|10%|10d
2011-06-03,2011-06-17,9,49.43,47.29,-4.33,14,False,10.0,Extreme Fear (1-10)|10%|10d
2011-06-23,2011-07-08,10,48.66,51.9,6.67,15,False,10.0,Extreme Fear (1-10)|10%|10d
2011-08-01,2011-08-15,10,50.76,47.79,-5.84,14,False,10.0,Extreme Fear (1-10)|10%|10d
2011-08-22,2011-09-06,7,44.15,46.85,6.13,15,False,10.0,Extreme Fear (1-10)|10%|10d
2012-05-31,2012-06-14,10,54.97,55.23,0.48,14,False,10.0,Extreme Fear (1-10)|10%|10d
2014-07-31,2014-08-14,10,86.85,88.6,2.01,14,False,10.0,Extreme Fear (1-10)|10%|10d
2014-09-25,2014-10-09,8,89.55,88.74,-0.9,14,False,10.0,Extreme Fear (1-10)|10%|10d
2014-10-15,2014-10-29,1,84.63,91.45,8.05,14,False,10.0,Extreme Fear (1-10)|10%|10d
2015-06-29,2015-07-14,8,98.57,101.86,3.35,15,False,10.0,Extreme Fear (1-10)|10%|10d
2015-07-27,2015-08-10,7,101.79,103.07,1.26,14,False,10.0,Extreme Fear (1-10)|10%|10d
2015-08-20,2015-09-03,8,98.93,95.52,-3.45,14,False,10.0,Extreme Fear (1-10)|10%|10d
2016-01-15,2016-02-01,10,93.67,96.99,3.54,17,False,10.0,Extreme Fear (1-10)|10%|10d
2018-02-08,2018-02-23,8,145.45,159.4,9.59,15,False,10.0,Extreme Fear (1-10)|10%|10d
2018-03-01,2018-03-15,8,155.9,162.58,4.29,14,False,10.0,Extreme Fear (1-10)|10%|10d
2018-03-22,2018-04-06,9,154.56,148.7,-3.79,15,False,10.0,Extreme Fear (1-10)|10%|10d
2018-10-10,2018-10-24,8,163.68,157.59,-3.72,14,False,10.0,Extreme Fear (1-10)|10%|10d
2018-10-30,2018-11-13,10,158.14,158.67,0.33,14,False,10.0,Extreme Fear (1-10)|10%|10d
2018-11-19,2018-12-04,8,154.46,157.95,2.26,15,False,10.0,Extreme Fear (1-10)|10%|10d
2018-12-10,2018-12-24,9,155.42,137.16,-11.75,14,False,10.0,Extreme Fear (1-10)|10%|10d
2019-01-03,2019-01-17,10,143.2,156.4,9.22,14,False,10.0,Extreme Fear (1-10)|10%|10d
2020-02-28,2020-03-13,10,198.33,185.36,-6.54,14,False,10.0,Extreme Fear (1-10)|10%|10d
2020-03-19,2020-04-02,7,171.21,179.64,4.92,14,False,10.0,Extreme Fear (1-10)|10%|10d
2021-07-19,2021-08-02,8,344.58,354.23,2.8,14,False,10.0,Extreme Fear (1-10)|10%|10d
2021-09-30,2021-10-14,9,348.16,356.6,2.42,14,False,10.0,Extreme Fear (1-10)|10%|10d
2022-05-09,2022-05-23,8,289.74,286.17,-1.24,14,False,10.0,Extreme Fear (1-10)|10%|10d
2025-04-04,2025-04-09,5,420.63,463.76,10.25,5,True,10.0,Extreme Fear (1-10)|10%|10d
2025-11-18,2025-12-03,8,594.79,621.93,4.56,15,False,10.0,Extreme Fear (1-10)|10%|10d
2011-03-14,2011-03-28,13,49.31,49.59,0.57,14,False,10.0,Level2 Fear (11-20)|10%|10d
2011-05-23,2011-06-07,16,49.93,48.94,-1.99,15,False,10.0,Level2 Fear (11-20)|10%|10d
2011-06-24,2011-07-11,11,47.81,50.96,6.58,17,False,10.0,Level2 Fear (11-20)|10%|10d
2011-07-29,2011-08-12,16,51.0,47.1,-7.64,14,False,10.0,Level2 Fear (11-20)|10%|10d
2011-08-25,2011-09-09,11,45.57,46.76,2.6,15,False,10.0,Level2 Fear (11-20)|10%|10d
2011-10-03,2011-10-11,20,45.05,49.61,10.13,8,True,10.0,Level2 Fear (11-20)|10%|10d
2012-05-15,2012-05-30,20,56.13,55.21,-1.64,15,False,10.0,Level2 Fear (11-20)|10%|10d
2012-06-05,2012-06-19,14,54.14,57.03,5.35,14,False,10.0,Level2 Fear (11-20)|10%|10d
2013-06-20,2013-07-05,19,63.74,65.33,2.51,15,False,10.0,Level2 Fear (11-20)|10%|10d
2013-08-27,2013-09-11,18,67.64,70.27,3.89,15,False,10.0,Level2 Fear (11-20)|10%|10d
2013-10-08,2013-10-22,20,69.72,74.44,6.77,14,False,10.0,Level2 Fear (11-20)|10%|10d
2014-01-29,2014-02-12,20,76.92,80.58,4.76,14,False,10.0,Level2 Fear (11-20)|10%|10d
2014-08-13,2014-08-27,13,88.14,90.96,3.2,14,False,10.0,Level2 Fear (11-20)|10%|10d
2014-09-23,2014-10-07,18,90.5,88.48,-2.24,14,False,10.0,Level2 Fear (11-20)|10%|10d
2014-10-23,2014-11-06,11,89.62,93.17,3.96,14,False,10.0,Level2 Fear (11-20)|10%|10d
2014-12-16,2014-12-31,19,91.6,94.95,3.66,15,False,10.0,Level2 Fear (11-20)|10%|10d
2015-06-30,2015-07-15,11,98.92,101.97,3.09,15,False,10.0,Level2 Fear (11-20)|10%|10d
2015-07-22,2015-08-05,20,104.04,103.7,-0.33,14,False,10.0,Level2 Fear (11-20)|10%|10d
2015-08-11,2015-08-25,12,101.75,90.62,-10.94,14,False,10.0,Level2 Fear (11-20)|10%|10d
2015-08-31,2015-09-15,14,96.37,98.38,2.09,15,False,10.0,Level2 Fear (11-20)|10%|10d
2015-09-25,2015-10-09,18,95.31,98.66,3.51,14,False,10.0,Level2 Fear (11-20)|10%|10d
2016-01-08,2016-01-25,17,96.62,94.96,-1.71,17,False,10.0,Level2 Fear (11-20)|10%|10d
2016-02-05,2016-02-22,17,91.15,95.94,5.26,17,False,10.0,Level2 Fear (11-20)|10%|10d
2016-11-02,2016-11-16,17,107.87,109.49,1.5,14,False,10.0,Level2 Fear (11-20)|10%|10d
2017-08-17,2017-08-31,19,133.39,137.98,3.45,14,False,10.0,Level2 Fear (11-20)|10%|10d
2018-02-05,2018-02-20,17,149.87,156.67,4.53,15,False,10.0,Level2 Fear (11-20)|10%|10d
2018-02-26,2018-03-12,20,161.51,165.0,2.16,14,False,10.0,Level2 Fear (11-20)|10%|10d
2018-03-19,2018-04-03,14,158.64,149.3,-5.89,15,False,10.0,Level2 Fear (11-20)|10%|10d
2018-04-09,2018-04-23,12,149.74,153.69,2.64,14,False,10.0,Level2 Fear (11-20)|10%|10d
2018-10-12,2018-10-26,11,166.15,158.85,-4.39,14,False,10.0,Level2 Fear (11-20)|10%|10d
2018-11-06,2018-11-20,12,162.26,151.7,-6.51,14,False,10.0,Level2 Fear (11-20)|10%|10d
2018-11-26,2018-12-11,17,155.25,155.94,0.44,15,False,10.0,Level2 Fear (11-20)|10%|10d
2018-12-28,2019-01-14,12,146.22,152.24,4.12,17,False,10.0,Level2 Fear (11-20)|10%|10d
2019-08-15,2019-08-29,19,175.19,180.35,2.94,14,False,10.0,Level2 Fear (11-20)|10%|10d
2020-02-27,2020-03-12,13,198.18,170.89,-13.77,14,False,10.0,Level2 Fear (11-20)|10%|10d
2020-03-24,2020-04-07,13,177.37,189.68,6.94,14,False,10.0,Level2 Fear (11-20)|10%|10d
2021-08-18,2021-09-01,18,351.91,369.75,5.07,14,False,10.0,Level2 Fear (11-20)|10%|10d
2021-09-17,2021-10-01,17,363.2,350.32,-3.54,14,False,10.0,Level2 Fear (11-20)|10%|10d
2022-01-26,2022-02-09,19,335.57,357.15,6.43,14,False,10.0,Level2 Fear (11-20)|10%|10d
2022-02-23,2022-03-09,18,320.81,326.24,1.69,14,False,10.0,Level2 Fear (11-20)|10%|10d
2022-04-26,2022-05-10,17,309.24,293.26,-5.16,14,False,10.0,Level2 Fear (11-20)|10%|10d
2022-05-16,2022-05-31,11,291.0,300.6,3.3,15,False,10.0,Level2 Fear (11-20)|10%|10d
2022-06-16,2022-07-01,17,264.63,275.63,4.16,15,False,10.0,Level2 Fear (11-20)|10%|10d
2022-09-26,2022-10-10,17,268.53,260.74,-2.9,14,False,10.0,Level2 Fear (11-20)|10%|10d
2024-08-06,2024-08-20,19,435.45,475.8,9.27,14,False,10.0,Level2 Fear (11-20)|10%|10d
2024-12-19,2025-01-06,19,510.11,521.24,2.18,18,False,10.0,Level2 Fear (11-20)|10%|10d
2025-02-27,2025-03-13,12,497.12,465.39,-6.38,14,False,10.0,Level2 Fear (11-20)|10%|10d
2025-04-01,2025-04-15,19,470.42,455.78,-3.11,14,False,10.0,Level2 Fear (11-20)|10%|10d
2025-04-21,2025-05-01,12,431.02,479.36,11.21,10,True,10.0,Level2 Fear (11-20)|10%|10d
2025-11-17,2025-12-02,11,602.12,620.42,3.04,15,False,10.0,Level2 Fear (11-20)|10%|10d
2026-03-11,2026-03-25,18,606.92,587.82,-3.15,14,False,10.0,Level2 Fear (11-20)|10%|10d
2026-03-31,2026-04-15,15,577.18,637.4,10.43,15,True,10.0,Level2 Fear (11-20)|10%|10d
2011-03-04,2011-03-18,39,50.78,47.77,-5.94,14,False,10.0,Fear (21-40)|10%|10d
2011-03-28,2011-04-11,23,49.59,49.79,0.41,14,False,10.0,Fear (21-40)|10%|10d
2011-04-18,2011-05-03,24,49.35,51.49,4.34,15,False,10.0,Fear (21-40)|10%|10d
2011-05-09,2011-05-23,28,51.49,49.93,-3.02,14,False,10.0,Fear (21-40)|10%|10d
2011-06-27,2011-07-12,25,48.58,50.57,4.11,15,False,10.0,Fear (21-40)|10%|10d
2011-07-25,2011-08-08,38,52.3,44.48,-14.95,14,False,10.0,Fear (21-40)|10%|10d
2011-08-29,2011-09-13,22,48.01,47.99,-0.05,15,False,10.0,Fear (21-40)|10%|10d
2011-09-19,2011-10-03,39,49.87,45.05,-9.66,14,False,10.0,Fear (21-40)|10%|10d
2011-11-23,2011-12-08,39,46.94,49.43,5.31,15,False,10.0,Fear (21-40)|10%|10d
2012-04-10,2012-04-24,39,58.57,57.33,-2.12,14,False,10.0,Fear (21-40)|10%|10d
2012-05-07,2012-05-21,38,57.36,55.37,-3.47,14,False,10.0,Fear (21-40)|10%|10d
2012-06-12,2012-06-26,22,55.41,55.5,0.17,14,False,10.0,Fear (21-40)|10%|10d
2012-10-26,2012-11-13,40,58.18,56.07,-3.63,18,False,10.0,Fear (21-40)|10%|10d
2012-11-19,2012-12-04,38,56.78,58.43,2.9,15,False,10.0,Fear (21-40)|10%|10d
2013-04-18,2013-05-02,35,60.27,63.96,6.12,14,False,10.0,Fear (21-40)|10%|10d
2013-06-05,2013-06-19,32,64.65,65.29,0.99,14,False,10.0,Fear (21-40)|10%|10d
2013-06-27,2013-07-12,21,64.06,67.78,5.8,15,False,10.0,Fear (21-40)|10%|10d
2013-08-16,2013-08-30,39,67.94,67.94,-0.01,14,False,10.0,Fear (21-40)|10%|10d
2013-09-05,2013-09-19,33,69.17,71.56,3.46,14,False,10.0,Fear (21-40)|10%|10d
2013-09-26,2013-10-10,39,71.48,70.97,-0.71,14,False,10.0,Fear (21-40)|10%|10d
2013-12-13,2013-12-30,38,76.61,79.15,3.32,17,False,10.0,Fear (21-40)|10%|10d
2014-01-24,2014-02-07,27,78.56,79.07,0.65,14,False,10.0,Fear (21-40)|10%|10d
2014-02-13,2014-02-28,32,81.18,82.16,1.21,15,False,10.0,Fear (21-40)|10%|10d
2014-03-27,2014-04-10,34,79.2,77.58,-2.05,14,False,10.0,Fear (21-40)|10%|10d
2014-04-16,2014-05-01,28,78.56,79.9,1.71,15,False,10.0,Fear (21-40)|10%|10d
2014-05-07,2014-05-21,33,78.91,80.98,2.63,14,False,10.0,Fear (21-40)|10%|10d
2014-05-27,2014-06-10,40,82.95,84.69,2.1,14,False,10.0,Fear (21-40)|10%|10d
2014-07-17,2014-07-31,32,86.49,86.85,0.42,14,False,10.0,Fear (21-40)|10%|10d
2014-08-18,2014-09-02,26,89.71,91.47,1.96,15,False,10.0,Fear (21-40)|10%|10d
2014-09-15,2014-09-29,38,90.05,90.38,0.37,14,False,10.0,Fear (21-40)|10%|10d
2014-10-28,2014-11-11,21,91.78,93.71,2.1,14,False,10.0,Fear (21-40)|10%|10d
2014-12-11,2014-12-26,37,95.1,96.6,1.57,15,False,10.0,Fear (21-40)|10%|10d
2015-01-02,2015-01-16,37,94.67,92.72,-2.06,14,False,10.0,Fear (21-40)|10%|10d
2015-01-22,2015-02-05,32,95.67,95.42,-0.26,14,False,10.0,Fear (21-40)|10%|10d
2015-03-13,2015-03-27,39,96.87,97.26,0.4,14,False,10.0,Fear (21-40)|10%|10d
2015-04-02,2015-04-17,40,96.89,97.71,0.85,15,False,10.0,Fear (21-40)|10%|10d
2015-06-01,2015-06-15,40,101.78,99.74,-2.0,14,False,10.0,Fear (21-40)|10%|10d
2015-06-24,2015-07-09,36,101.83,97.96,-3.8,15,False,10.0,Fear (21-40)|10%|10d
2015-07-15,2015-07-29,30,101.97,103.06,1.06,14,False,10.0,Fear (21-40)|10%|10d
2015-08-04,2015-08-18,28,102.91,102.42,-0.48,14,False,10.0,Fear (21-40)|10%|10d
2015-09-21,2015-10-05,23,97.87,97.7,-0.17,14,False,10.0,Fear (21-40)|10%|10d
2015-10-13,2015-10-27,35,98.26,104.72,6.58,14,False,10.0,Fear (21-40)|10%|10d
2015-12-08,2015-12-22,38,106.16,103.84,-2.19,14,False,10.0,Fear (21-40)|10%|10d
2016-01-04,2016-01-19,40,101.72,93.88,-7.71,15,False,10.0,Fear (21-40)|10%|10d
2016-01-28,2016-02-11,21,94.75,89.69,-5.34,14,False,10.0,Fear (21-40)|10%|10d
2016-06-27,2016-07-12,37,95.49,104.15,9.07,15,False,10.0,Fear (21-40)|10%|10d
2016-09-13,2016-09-27,35,107.7,110.98,3.04,14,False,10.0,Fear (21-40)|10%|10d
2016-10-13,2016-10-27,34,109.57,110.36,0.72,14,False,10.0,Fear (21-40)|10%|10d
2016-11-07,2016-11-21,33,108.96,111.01,1.88,14,False,10.0,Fear (21-40)|10%|10d
2017-03-21,2017-04-04,36,122.18,124.72,2.08,14,False,10.0,Fear (21-40)|10%|10d
2017-04-10,2017-04-25,37,124.26,127.19,2.36,15,False,10.0,Fear (21-40)|10%|10d
2017-08-10,2017-08-24,31,133.1,134.27,0.88,14,False,10.0,Fear (21-40)|10%|10d
2017-08-30,2017-09-14,35,136.52,137.38,0.63,15,False,10.0,Fear (21-40)|10%|10d
2017-11-15,2017-11-30,36,144.33,146.75,1.68,15,False,10.0,Fear (21-40)|10%|10d
2018-02-02,2018-02-16,40,156.02,156.35,0.21,14,False,10.0,Fear (21-40)|10%|10d
2018-03-06,2018-03-20,26,159.75,159.16,-0.37,14,False,10.0,Fear (21-40)|10%|10d
2018-04-12,2018-04-26,22,154.0,153.79,-0.14,14,False,10.0,Fear (21-40)|10%|10d
2018-05-02,2018-05-16,38,153.63,160.42,4.42,14,False,10.0,Fear (21-40)|10%|10d
2018-05-29,2018-06-12,34,160.42,166.93,4.06,14,False,10.0,Fear (21-40)|10%|10d
2018-06-27,2018-07-12,36,161.48,170.74,5.73,15,False,10.0,Fear (21-40)|10%|10d
2018-10-05,2018-10-19,33,171.7,164.91,-3.96,14,False,10.0,Fear (21-40)|10%|10d
2018-11-07,2018-11-21,25,167.35,152.85,-8.66,14,False,10.0,Fear (21-40)|10%|10d
2018-11-28,2018-12-13,23,160.79,157.36,-2.13,15,False,10.0,Fear (21-40)|10%|10d
2019-01-08,2019-01-23,24,152.48,154.99,1.65,15,False,10.0,Fear (21-40)|10%|10d
2019-05-07,2019-05-21,40,178.34,174.12,-2.37,14,False,10.0,Fear (21-40)|10%|10d
2019-05-28,2019-06-11,25,169.96,175.62,3.33,14,False,10.0,Fear (21-40)|10%|10d
2019-06-17,2019-07-01,37,175.95,181.63,3.23,14,False,10.0,Fear (21-40)|10%|10d
2019-08-02,2019-08-16,36,179.8,178.0,-1.0,14,False,10.0,Fear (21-40)|10%|10d
2019-08-22,2019-09-06,25,180.44,183.87,1.9,15,False,10.0,Fear (21-40)|10%|10d
2019-10-02,2019-10-16,34,176.99,185.63,4.88,14,False,10.0,Fear (21-40)|10%|10d
2020-02-24,2020-03-09,29,213.36,186.55,-12.57,14,False,10.0,Fear (21-40)|10%|10d
2020-03-26,2020-04-09,22,185.33,193.99,4.67,14,False,10.0,Fear (21-40)|10%|10d
2020-04-21,2020-05-05,40,197.88,210.21,6.23,14,False,10.0,Fear (21-40)|10%|10d
2020-05-12,2020-05-27,38,214.52,222.41,3.68,15,False,10.0,Fear (21-40)|10%|10d
2020-10-02,2020-10-16,40,265.38,279.12,5.18,14,False,10.0,Fear (21-40)|10%|10d
2020-10-28,2020-11-11,33,262.8,280.33,6.67,14,False,10.0,Fear (21-40)|10%|10d
2021-01-27,2021-02-10,40,309.59,322.5,4.17,14,False,10.0,Fear (21-40)|10%|10d
2021-03-04,2021-03-18,37,294.74,302.43,2.61,14,False,10.0,Fear (21-40)|10%|10d
2021-03-24,2021-04-08,37,302.65,325.17,7.44,15,False,10.0,Fear (21-40)|10%|10d
2021-04-14,2021-04-28,39,326.56,328.98,0.74,14,False,10.0,Fear (21-40)|10%|10d
2021-05-12,2021-05-26,26,307.52,324.25,5.44,14,False,10.0,Fear (21-40)|10%|10d
2021-06-01,2021-06-15,35,322.98,332.14,2.84,14,False,10.0,Fear (21-40)|10%|10d
2021-06-21,2021-07-06,32,334.56,349.94,4.6,15,False,10.0,Fear (21-40)|10%|10d
2021-07-12,2021-07-26,31,352.11,358.01,1.67,14,False,10.0,Fear (21-40)|10%|10d
2021-08-02,2021-08-16,25,354.23,358.48,1.2,14,False,10.0,Fear (21-40)|10%|10d
2021-08-23,2021-09-07,30,362.61,371.24,2.38,15,False,10.0,Fear (21-40)|10%|10d
2021-09-13,2021-09-27,28,365.63,360.21,-1.48,14,False,10.0,Fear (21-40)|10%|10d
2021-10-07,2021-10-21,24,353.04,366.95,3.94,14,False,10.0,Fear (21-40)|10%|10d
2021-11-26,2021-12-10,31,380.49,387.12,1.74,14,False,10.0,Fear (21-40)|10%|10d
2021-12-16,2021-12-31,33,376.25,387.46,2.98,15,False,10.0,Fear (21-40)|10%|10d
2022-01-20,2022-02-03,39,352.27,344.31,-2.26,14,False,10.0,Fear (21-40)|10%|10d
2022-02-09,2022-02-24,32,357.15,331.59,-7.16,15,False,10.0,Fear (21-40)|10%|10d
2022-03-03,2022-03-17,21,333.32,335.44,0.64,14,False,10.0,Fear (21-40)|10%|10d
2022-04-14,2022-04-29,39,330.0,305.44,-7.44,15,False,10.0,Fear (21-40)|10%|10d
2022-05-26,2022-06-10,24,291.87,281.64,-3.5,15,False,10.0,Fear (21-40)|10%|10d
2022-06-22,2022-07-07,26,274.2,288.18,5.1,15,False,10.0,Fear (21-40)|10%|10d
2022-07-13,2022-07-27,27,279.07,299.74,7.41,14,False,10.0,Fear (21-40)|10%|10d
2022-09-07,2022-09-21,39,292.08,277.52,-4.98,14,False,10.0,Fear (21-40)|10%|10d
2022-10-04,2022-10-18,27,276.12,265.7,-3.77,14,False,10.0,Fear (21-40)|10%|10d
2022-12-19,2023-01-04,39,264.64,260.7,-1.49,16,False,10.0,Fear (21-40)|10%|10d
2023-03-09,2023-03-23,37,287.11,304.35,6.0,14,False,10.0,Fear (21-40)|10%|10d
2023-09-21,2023-10-05,37,352.61,353.43,0.23,14,False,10.0,Fear (21-40)|10%|10d
2023-10-11,2023-10-25,34,365.78,345.21,-5.62,14,False,10.0,Fear (21-40)|10%|10d
2023-10-31,2023-11-14,30,345.73,379.68,9.82,14,False,10.0,Fear (21-40)|10%|10d
2024-04-15,2024-04-29,38,426.38,428.05,0.39,14,False,10.0,Fear (21-40)|10%|10d
2024-05-06,2024-05-20,39,435.47,449.97,3.33,14,False,10.0,Fear (21-40)|10%|10d
2024-06-20,2024-07-05,38,476.24,491.55,3.21,15,False,10.0,Fear (21-40)|10%|10d
2024-07-24,2024-08-07,38,459.07,430.73,-6.17,14,False,10.0,Fear (21-40)|10%|10d
2024-08-13,2024-08-27,25,458.28,472.33,3.07,14,False,10.0,Fear (21-40)|10%|10d
2024-09-06,2024-09-20,39,444.52,477.96,7.52,14,False,10.0,Fear (21-40)|10%|10d
2024-12-18,2025-01-03,33,512.39,515.31,0.57,16,False,10.0,Fear (21-40)|10%|10d
2025-01-10,2025-01-27,25,504.0,510.97,1.38,17,False,10.0,Fear (21-40)|10%|10d
2025-02-03,2025-02-18,37,514.85,535.97,4.1,15,False,10.0,Fear (21-40)|10%|10d
2025-02-24,2025-03-10,29,516.6,469.75,-9.07,14,False,10.0,Fear (21-40)|10%|10d
2025-03-17,2025-03-31,22,479.73,466.66,-2.72,14,False,10.0,Fear (21-40)|10%|10d
2025-04-23,2025-05-07,21,452.37,480.97,6.32,14,False,10.0,Fear (21-40)|10%|10d
2025-10-10,2025-10-24,30,588.0,615.53,4.68,14,False,10.0,Fear (21-40)|10%|10d
2025-10-30,2025-11-13,37,624.46,606.85,-2.82,14,False,10.0,Fear (21-40)|10%|10d
2025-11-28,2025-12-12,21,617.67,612.06,-0.91,14,False,10.0,Fear (21-40)|10%|10d
2026-02-05,2026-02-20,34,596.28,608.04,1.97,15,False,10.0,Fear (21-40)|10%|10d
2026-03-02,2026-03-16,34,607.32,599.62,-1.27,14,False,10.0,Fear (21-40)|10%|10d
2026-04-06,2026-04-17,22,588.5,648.85,10.25,11,True,10.0,Fear (21-40)|10%|10d
2011-01-10,2011-01-25,58,49.13,49.52,0.8,15,False,10.0,Neutral (41-60)|10%|10d
2011-01-31,2011-02-14,41,49.06,51.32,4.61,14,False,10.0,Neutral (41-60)|10%|10d
2011-02-22,2011-03-08,42,49.96,50.3,0.68,14,False,10.0,Neutral (41-60)|10%|10d
2011-04-29,2011-05-13,41,51.83,51.24,-1.13,14,False,10.0,Neutral (41-60)|10%|10d
2011-07-05,2011-07-19,51,51.17,51.74,1.12,14,False,10.0,Neutral (41-60)|10%|10d
2011-10-10,2011-10-24,41,49.28,51.52,4.56,14,False,10.0,Neutral (41-60)|10%|10d
2011-11-04,2011-11-18,60,50.91,48.8,-4.15,14,False,10.0,Neutral (41-60)|10%|10d
2011-11-25,2011-12-09,51,46.58,50.23,7.83,14,False,10.0,Neutral (41-60)|10%|10d
2011-12-16,2012-01-03,60,48.47,50.31,3.81,18,False,10.0,Neutral (41-60)|10%|10d
2012-04-05,2012-04-20,55,59.98,58.17,-3.01,15,False,10.0,Neutral (41-60)|10%|10d
2012-04-27,2012-05-11,41,59.56,56.85,-4.55,14,False,10.0,Neutral (41-60)|10%|10d
2012-06-26,2012-07-11,41,55.5,55.95,0.8,15,False,10.0,Neutral (41-60)|10%|10d
2012-07-17,2012-07-31,52,56.4,57.53,2.0,14,False,10.0,Neutral (41-60)|10%|10d
2012-08-31,2012-09-17,59,60.51,62.33,3.01,17,False,10.0,Neutral (41-60)|10%|10d
2012-10-10,2012-10-24,59,59.58,58.01,-2.63,14,False,10.0,Neutral (41-60)|10%|10d
2012-10-31,2012-11-14,45,57.82,55.41,-4.17,14,False,10.0,Neutral (41-60)|10%|10d
2012-11-20,2012-12-05,42,56.8,57.78,1.72,15,False,10.0,Neutral (41-60)|10%|10d
2012-12-11,2012-12-26,55,58.73,57.74,-1.68,15,False,10.0,Neutral (41-60)|10%|10d
2013-02-27,2013-03-13,56,60.2,61.44,2.07,14,False,10.0,Neutral (41-60)|10%|10d
2013-04-03,2013-04-17,59,61.39,61.12,-0.44,14,False,10.0,Neutral (41-60)|10%|10d
2013-04-23,2013-05-07,46,62.32,64.93,4.19,14,False,10.0,Neutral (41-60)|10%|10d
2013-05-31,2013-06-14,60,65.73,64.86,-1.32,14,False,10.0,Neutral (41-60)|10%|10d
2013-07-09,2013-07-23,48,65.79,66.85,1.6,14,False,10.0,Neutral (41-60)|10%|10d
2013-07-29,2013-08-12,59,67.72,69.02,1.91,14,False,10.0,Neutral (41-60)|10%|10d
2013-09-09,2013-09-23,43,70.06,71.17,1.59,14,False,10.0,Neutral (41-60)|10%|10d
2013-10-16,2013-10-30,46,72.57,74.92,3.23,14,False,10.0,Neutral (41-60)|10%|10d
2013-12-05,2013-12-19,57,77.09,77.56,0.61,14,False,10.0,Neutral (41-60)|10%|10d
2014-01-17,2014-02-03,59,79.6,76.34,-4.09,17,False,10.0,Neutral (41-60)|10%|10d
2014-02-18,2014-03-04,42,81.74,82.59,1.04,14,False,10.0,Neutral (41-60)|10%|10d
2014-03-12,2014-03-26,57,82.36,79.64,-3.3,14,False,10.0,Neutral (41-60)|10%|10d
2014-04-01,2014-04-15,51,81.32,77.53,-4.66,14,False,10.0,Neutral (41-60)|10%|10d
2014-05-09,2014-05-23,42,79.12,81.93,3.55,14,False,10.0,Neutral (41-60)|10%|10d
2014-05-29,2014-06-12,42,83.23,83.91,0.82,14,False,10.0,Neutral (41-60)|10%|10d
2014-07-10,2014-07-24,56,86.52,88.77,2.6,14,False,10.0,Neutral (41-60)|10%|10d
2014-08-29,2014-09-15,41,91.2,90.05,-1.26,17,False,10.0,Neutral (41-60)|10%|10d
2014-11-05,2014-11-19,49,92.88,94.56,1.82,14,False,10.0,Neutral (41-60)|10%|10d
2014-11-28,2014-12-12,59,97.13,94.07,-3.15,14,False,10.0,Neutral (41-60)|10%|10d
2014-12-22,2015-01-07,43,96.17,93.21,-3.08,16,False,10.0,Neutral (41-60)|10%|10d
2015-02-03,2015-02-18,46,94.68,98.55,4.08,15,False,10.0,Neutral (41-60)|10%|10d
2015-03-06,2015-03-20,58,98.78,100.04,1.28,14,False,10.0,Neutral (41-60)|10%|10d
2015-04-06,2015-04-20,43,97.68,99.18,1.53,14,False,10.0,Neutral (41-60)|10%|10d
2015-04-27,2015-05-11,59,101.63,99.8,-1.8,14,False,10.0,Neutral (41-60)|10%|10d
2015-05-22,2015-06-08,60,101.82,99.72,-2.06,17,False,10.0,Neutral (41-60)|10%|10d
2015-06-22,2015-07-07,42,102.27,99.75,-2.47,15,False,10.0,Neutral (41-60)|10%|10d
2015-10-08,2015-10-22,42,98.21,101.6,3.45,14,False,10.0,Neutral (41-60)|10%|10d
2015-11-12,2015-11-27,55,103.76,105.86,2.03,15,False,10.0,Neutral (41-60)|10%|10d
2015-12-03,2015-12-17,49,104.2,104.02,-0.17,14,False,10.0,Neutral (41-60)|10%|10d
2015-12-23,2016-01-08,42,104.61,96.62,-7.64,16,False,10.0,Neutral (41-60)|10%|10d
2016-02-17,2016-03-02,45,95.21,98.31,3.25,14,False,10.0,Neutral (41-60)|10%|10d
2016-05-04,2016-05-18,57,97.87,98.63,0.77,14,False,10.0,Neutral (41-60)|10%|10d
2016-06-13,2016-06-27,53,100.65,95.49,-5.13,14,False,10.0,Neutral (41-60)|10%|10d
2016-09-09,2016-09-23,43,106.76,110.82,3.8,14,False,10.0,Neutral (41-60)|10%|10d
2016-09-30,2016-10-14,49,111.18,109.7,-1.33,14,False,10.0,Neutral (41-60)|10%|10d
2016-10-21,2016-11-04,43,110.65,106.43,-3.81,14,False,10.0,Neutral (41-60)|10%|10d
2016-11-10,2016-11-25,45,108.4,111.26,2.63,15,False,10.0,Neutral (41-60)|10%|10d
2016-12-30,2017-01-17,58,111.28,115.33,3.64,18,False,10.0,Neutral (41-60)|10%|10d
2017-01-23,2017-02-06,49,115.86,118.19,2.01,14,False,10.0,Neutral (41-60)|10%|10d
2017-03-14,2017-03-28,51,123.32,123.9,0.48,14,False,10.0,Neutral (41-60)|10%|10d
2017-04-03,2017-04-18,46,124.52,123.56,-0.77,15,False,10.0,Neutral (41-60)|10%|10d
2017-04-25,2017-05-09,46,127.19,130.19,2.36,14,False,10.0,Neutral (41-60)|10%|10d
2017-05-17,2017-06-01,45,128.07,133.5,4.24,15,False,10.0,Neutral (41-60)|10%|10d
2017-06-07,2017-06-21,55,134.99,132.83,-1.6,14,False,10.0,Neutral (41-60)|10%|10d
