Date,QQQ
2011-11-04,50.91353225708008
2011-11-07,51.274681091308594
2011-11-08,51.864837646484375
2011-11-09,50.041473388671875
2011-11-10,50.015037536621094
2011-11-11,50.95756912231445
2011-11-14,50.64046096801758
2011-11-15,51.20420837402344
2011-11-16,50.35857009887695
2011-11-17,49.17824172973633
2011-11-18,48.79947280883789
2011-11-21,47.865753173828125
2011-11-22,48.024322509765625
2011-11-23,46.94085693359375
2011-11-25,46.5797004699707
2011-11-28,48.200496673583984
2011-11-29,47.90098571777344
2011-11-30,49.67151641845703
2011-12-01,50.015037536621094
2011-12-02,49.874114990234375
2011-12-05,50.420249938964844
2011-12-06,50.279293060302734
2011-12-07,50.279293060302734
2011-12-08,49.43368148803711
2011-12-09,50.22645950317383
2011-12-12,49.66270065307617
2011-12-13,49.116573333740234
2011-12-14,48.350223541259766
2011-12-15,48.21810531616211
2011-12-16,48.466346740722656
2011-12-19,47.98928451538086
2011-12-20,49.411651611328125
2011-12-21,48.70487976074219
2011-12-22,49.1201057434082
2011-12-23,49.544166564941406
2011-12-27,49.72897720336914
2011-12-28,49.154232025146484
2011-12-29,49.50791549682617
2011-12-30,49.36642837524414
2012-01-03,50.31254577636719
2012-01-04,50.524784088134766
2012-01-05,50.94036865234375
2012-01-06,51.11722183227539
2012-01-09,50.94920349121094
2012-01-10,51.320587158203125
2012-01-11,51.42668151855469
2012-01-12,51.63005447387695
2012-01-13,51.44437789916992
2012-01-17,51.91301345825195
2012-01-18,52.60271453857422
2012-01-19,52.929874420166016
2012-01-20,52.85028839111328
2012-01-23,52.86799621582031
2012-01-24,52.77070236206055
2012-01-25,53.43387985229492
2012-01-26,53.248199462890625
2012-01-27,53.40737533569336
2012-01-30,53.451576232910156
2012-01-31,53.522300720214844
2012-02-01,53.95557403564453
2012-02-02,54.12357711791992
2012-02-03,54.86634063720703
2012-02-06,54.82211685180664
2012-02-07,54.93706130981445
2012-02-08,55.22886276245117
2012-02-09,55.626773834228516
2012-02-10,55.237701416015625
2012-02-13,55.75056076049805
2012-02-14,55.89204025268555
2012-02-15,55.502967834472656
2012-02-16,56.26341247558594
2012-02-17,56.08656692504883
2012-02-21,56.2457389831543
2012-02-22,55.98929214477539
2012-02-23,56.360679626464844
2012-02-24,56.555213928222656
2012-02-27,56.63479232788086
2012-02-28,57.209529876708984
2012-02-29,56.95311737060547
2012-03-01,57.40406799316406
2012-03-02,57.359859466552734
2012-03-05,56.767417907714844
2012-03-06,56.21036911010742
2012-03-07,56.64363479614258
2012-03-08,57.25375747680664
2012-03-09,57.49248504638672
2012-03-12,57.51900863647461
2012-03-13,58.58893585205078
2012-03-14,58.79229736328125
2012-03-15,58.9603157043457
2012-03-16,58.918678283691406
2012-03-19,59.3349609375
2012-03-20,59.44126510620117
2012-03-21,59.450130462646484
2012-03-22,59.326114654541016
2012-03-23,59.290687561035156
2012-03-26,60.32697677612305
2012-03-27,60.415565490722656
2012-03-28,60.17640686035156
2012-03-29,59.94613265991211
2012-03-30,59.83097457885742
2012-04-02,60.45096206665039
2012-04-03,60.433284759521484
2012-04-04,59.60953903198242
2012-04-05,59.981563568115234
2012-04-09,59.52983093261719
2012-04-10,58.5732421875
2012-04-11,58.85665512084961
2012-04-12,59.52983093261719
2012-04-13,58.62638854980469
2012-04-16,57.970970153808594
2012-04-17,59.14896774291992
2012-04-18,58.99838638305664
2012-04-19,58.3341064453125
2012-04-20,58.17465591430664
2012-04-23,57.643245697021484
2012-04-24,57.33321762084961
2012-04-25,58.85665512084961
2012-04-26,59.20211410522461
2012-04-27,59.55641555786133
2012-04-30,59.13124084472656
2012-05-01,59.22868347167969
2012-05-02,59.39695739746094
2012-05-03,58.76810836791992
2012-05-04,57.30665588378906
2012-05-07,57.35980987548828
2012-05-08,57.147216796875
2012-05-09,56.970069885253906
2012-05-10,56.85493850708008
2012-05-11,56.846092224121094
2012-05-14,56.314640045166016
2012-05-15,56.12863540649414
2012-05-16,55.74776840209961
2012-05-17,54.56975555419922
2012-05-18,53.861167907714844
2012-05-21,55.36689758300781
2012-05-22,55.304908752441406
2012-05-23,55.41118621826172
2012-05-24,55.04804229736328
2012-05-25,54.97718048095703
2012-05-29,55.676918029785156
2012-05-30,55.20746994018555
2012-05-31,54.96834182739258
2012-06-01,53.50688171386719
2012-06-04,53.91429901123047
2012-06-05,54.135746002197266
2012-06-06,55.37578201293945
2012-06-07,55.15433120727539
2012-06-08,55.68577575683594
2012-06-11,54.74689865112305
2012-06-12,55.41118621826172
2012-06-13,55.030338287353516
2012-06-14,55.234039306640625
2012-06-15,55.920291900634766
2012-06-18,56.44407272338867
2012-06-19,57.029998779296875
2012-06-20,57.07439422607422
2012-06-21,55.65396499633789
2012-06-22,56.23988342285156
2012-06-25,55.15681838989258
2012-06-26,55.503055572509766
2012-06-27,55.840396881103516
2012-06-28,55.218955993652344
2012-06-29,56.95899200439453
2012-07-02,57.12763977050781
2012-07-03,57.60704040527344
2012-07-05,57.642547607421875
2012-07-06,56.92345428466797
2012-07-09,56.816925048828125
2012-07-10,56.25764083862305
2012-07-11,55.94693374633789
2012-07-12,55.42313003540039
2012-07-13,56.266510009765625
2012-07-16,56.106712341308594
2012-07-17,56.39968490600586
2012-07-18,57.16316604614258
2012-07-19,57.79347610473633
2012-07-20,57.029998779296875
2012-07-23,56.33753967285156
2012-07-24,55.893653869628906
2012-07-25,55.52079391479492
2012-07-26,56.25764083862305
2012-07-27,57.589290618896484
2012-07-30,57.54490280151367
2012-07-31,57.52714157104492
2012-08-01,57.35847473144531
2012-08-02,57.15428161621094
2012-08-03,58.23735809326172
2012-08-06,58.68124008178711
2012-08-07,59.16950988769531
2012-08-08,59.14287567138672
2012-08-09,59.3204231262207
2012-08-10,59.35593032836914
2012-08-13,59.49800109863281
2012-08-14,59.52461242675781
2012-08-15,59.67552185058594
2012-08-16,60.38572311401367
2012-08-17,60.65208053588867
2012-08-20,60.74085235595703
2012-08-21,60.50115203857422
2012-08-22,60.749732971191406
2012-08-23,60.25259017944336
2012-08-24,60.62544631958008
2012-08-27,60.723060607910156
2012-08-28,60.723060607910156
2012-08-29,60.723060607910156
2012-08-30,60.11054611206055
2012-08-31,60.51003646850586
2012-09-04,60.4478759765625
2012-09-05,60.38572311401367
2012-09-06,61.726314544677734
2012-09-07,61.63748550415039
2012-09-10,60.84737014770508
2012-09-11,60.749732971191406
2012-09-12,60.92728805541992
2012-09-13,61.75289535522461
2012-09-14,62.303306579589844
2012-09-17,62.32992935180664
2012-09-18,62.38320541381836
2012-09-19,62.498619079589844
2012-09-20,62.43647384643555
2012-09-21,62.45427703857422
2012-09-24,62.089263916015625
2012-09-25,61.21677780151367
2012-09-26,60.71821212768555
2012-09-27,61.55509948730469
2012-09-28,61.047603607177734
2012-10-01,60.95860290527344
2012-10-02,61.136653900146484
2012-10-03,61.52839660644531
2012-10-04,61.74204635620117
2012-10-05,61.412654876708984
2012-10-08,60.85175323486328
2012-10-09,59.8813362121582
2012-10-10,59.578617095947266
2012-10-11,59.39167785644531
2012-10-12,59.364959716796875
2012-10-15,59.80120086669922
2012-10-16,60.64699935913086
2012-10-17,60.61139678955078
2012-10-18,59.908050537109375
2012-10-19,58.47465515136719
2012-10-22,58.7773551940918
2012-10-23,58.21648025512695
2012-10-24,58.01172637939453
2012-10-25,58.01172637939453
2012-10-26,58.18084716796875
2012-10-31,57.82475662231445
2012-11-01,58.64383316040039
2012-11-02,58.02061080932617
2012-11-05,58.403446197509766
2012-11-06,58.510292053222656
2012-11-07,57.13030242919922
2012-11-08,56.23110580444336
2012-11-09,56.47149658203125
2012-11-12,56.46259307861328
2012-11-13,56.070858001708984
2012-11-14,55.412044525146484
2012-11-15,55.225067138671875
2012-11-16,55.465450286865234
2012-11-19,56.783084869384766
2012-11-20,56.800899505615234
2012-11-21,56.91665267944336
2012-11-23,57.780250549316406
2012-11-26,58.02952194213867
2012-11-27,57.83365249633789
2012-11-28,58.332191467285156
2012-11-29,58.679439544677734
2012-11-30,58.58151626586914
2012-12-03,58.46574783325195
2012-12-04,58.43016052246094
2012-12-05,57.780250549316406
2012-12-06,58.15414810180664
2012-12-07,57.806941986083984
2012-12-10,57.97610855102539
2012-12-11,58.73286056518555
2012-12-12,58.60822296142578
2012-12-13,58.1452522277832
2012-12-14,57.59326934814453
2012-12-17,58.35892868041992
2012-12-18,59.249237060546875
2012-12-19,58.99102783203125
2012-12-20,58.99102783203125
2012-12-21,58.37061309814453
2012-12-24,58.25424575805664
2012-12-26,57.743953704833984
2012-12-27,57.654415130615234
2012-12-28,57.09934997558594
2012-12-31,58.307952880859375
2013-01-02,60.1611213684082
2013-01-03,59.84780502319336
2013-01-04,59.65080642700195
2013-01-07,59.668739318847656
2013-01-08,59.55234909057617
2013-01-09,59.776161193847656
2013-01-10,60.13426971435547
2013-01-11,60.21485900878906
2013-01-14,59.9462890625
2013-01-15,59.65080642700195
2013-01-16,59.89257049560547
2013-01-17,60.17902755737305
2013-01-18,60.04475402832031
2013-01-22,60.14323425292969
2013-01-23,60.51028060913086
2013-01-24,59.677696228027344
2013-01-25,59.9820556640625
2013-01-28,60.11638641357422
2013-01-29,60.12531280517578
2013-01-30,60.000003814697266
2013-01-31,59.865692138671875
2013-02-01,60.57295608520508
2013-02-04,59.51655197143555
2013-02-05,60.393898010253906
2013-02-06,60.19694900512695
2013-02-07,60.250648498535156
2013-02-08,60.86838150024414
2013-02-11,60.88629150390625
2013-02-12,60.6356315612793
2013-02-13,60.850494384765625
2013-02-14,60.832576751708984
2013-02-15,60.65353012084961
2013-02-19,61.0921745300293
2013-02-20,60.15217590332031
2013-02-21,59.507568359375
2013-02-22,60.1074104309082
2013-02-25,59.36435317993164
2013-02-26,59.588165283203125
2013-02-27,60.19694900512695
2013-02-28,60.07160186767578
2013-03-01,60.32228469848633
2013-03-04,60.590858459472656
2013-03-05,61.48610305786133
2013-03-06,61.33390808105469
2013-03-07,61.49508285522461
2013-03-08,61.56669235229492
2013-03-11,61.745731353759766
2013-03-12,61.52191162109375
2013-03-13,61.44135284423828
2013-03-14,61.647254943847656
2013-03-15,61.47583770751953
2013-03-18,61.341270446777344
2013-03-19,61.2246208190918
2013-03-20,61.65536117553711
2013-03-21,60.95542907714844
2013-03-22,61.54764175415039
2013-03-25,61.323326110839844
2013-03-26,61.65536117553711
2013-03-27,61.736083984375
2013-03-28,61.88862991333008
2013-04-01,61.466888427734375
2013-04-02,61.95146560668945
2013-04-03,61.386146545410156
2013-04-04,61.40408706665039
2013-04-05,60.89262390136719
2013-04-08,61.21562194824219
2013-04-09,61.628395080566406
2013-04-10,62.83082962036133
2013-04-11,62.80390930175781
2013-04-12,62.75904846191406
2013-04-15,61.52070999145508
2013-04-16,62.337276458740234
2013-04-17,61.116939544677734
2013-04-18,60.27342987060547
2013-04-19,61.098968505859375
2013-04-22,61.727108001708984
2013-04-23,62.31935501098633
2013-04-24,62.29241943359375
2013-04-25,62.624420166015625
2013-04-26,62.4270133972168
2013-04-29,63.00132751464844
2013-04-30,63.458946228027344
2013-05-01,63.162803649902344
2013-05-02,63.96146774291992
2013-05-03,64.71521759033203
2013-05-06,64.96646118164062
2013-05-07,64.9305648803711
2013-05-08,65.24462890625
2013-05-09,65.1549072265625
2013-05-10,65.54975891113281
2013-05-13,65.63048553466797
2013-05-14,65.97148895263672
2013-05-15,66.10607147216797
2013-05-16,66.03428649902344
2013-05-17,66.67139434814453
2013-05-20,66.57268524169922
2013-05-21,66.64447021484375
2013-05-22,66.06121063232422
2013-05-23,65.90863037109375
2013-05-24,65.87277221679688
2013-05-28,66.3034896850586
2013-05-29,65.98944091796875
2013-05-30,66.33935546875
2013-05-31,65.72920227050781
2013-06-03,65.84583282470703
2013-06-04,65.50486755371094
2013-06-05,64.65239715576172
2013-06-06,64.96646118164062
2013-06-07,65.85479736328125
2013-06-10,65.88172912597656
2013-06-11,65.2266845703125
2013-06-12,64.47291564941406
2013-06-13,65.28950500488281
2013-06-14,64.8587875366211
2013-06-17,65.4869155883789
2013-06-18,66.02530670166016
2013-06-19,65.28950500488281
2013-06-20,63.73713684082031
2013-06-21,63.39869689941406
2013-06-24,62.76856231689453
2013-06-25,63.22760772705078
2013-06-26,63.79474639892578
2013-06-27,64.0647964477539
2013-06-28,64.15479278564453
2013-07-01,64.55089569091797
2013-07-02,64.57788848876953
2013-07-03,64.83895111083984
2013-07-05,65.33401489257812
2013-07-08,65.39703369140625
2013-07-09,65.7931137084961
2013-07-10,66.17115020751953
2013-07-11,67.48542785644531
2013-07-12,67.782470703125
2013-07-15,67.93549346923828
2013-07-16,67.84548950195312
2013-07-17,68.01651763916016
2013-07-18,67.84548950195312
2013-07-19,67.14335632324219
2013-07-22,67.34136962890625
2013-07-23,66.8462905883789
2013-07-24,67.06233215332031
2013-07-25,67.48542785644531
2013-07-26,67.84548950195312
2013-07-29,67.71946716308594
2013-07-30,68.07953643798828
2013-07-31,68.20555877685547
2013-08-01,68.89869689941406
2013-08-02,69.2857437133789
2013-08-05,69.33078002929688
2013-08-06,68.91665649414062
2013-08-07,68.7906265258789
2013-08-08,69.13272857666016
2013-08-09,68.8536605834961
2013-08-12,69.0157241821289
2013-08-13,69.40274810791016
2013-08-14,69.14168548583984
2013-08-15,67.97149658203125
2013-08-16,67.94451904296875
2013-08-19,67.82747650146484
2013-08-20,68.12452697753906
2013-08-21,67.89051818847656
2013-08-22,68.55662536621094
2013-08-23,69.0157241821289
2013-08-26,69.05168151855469
2013-08-27,67.63846588134766
2013-08-28,67.89947509765625
2013-08-29,68.3765640258789
2013-08-30,67.93549346923828
2013-09-03,68.32258605957031
2013-09-04,69.05168151855469
2013-09-05,69.1686782836914
2013-09-06,69.249755859375
2013-09-09,70.05989074707031
2013-09-10,70.4019546508789
2013-09-11,70.26692962646484
2013-09-12,70.2219009399414
2013-09-13,70.26692962646484
2013-09-16,70.0778579711914
2013-09-17,70.54596710205078
2013-09-18,71.39212799072266
2013-09-19,71.56317138671875
2013-09-20,71.31758117675781
2013-09-23,71.17314147949219
2013-09-24,71.17314147949219
2013-09-25,70.92935180664062
2013-09-26,71.4800796508789
2013-09-27,71.38982391357422
2013-09-30,71.21826171875
2013-10-01,71.94056701660156
2013-10-02,71.91350555419922
2013-10-03,71.07381439208984
2013-10-04,71.68775177001953
2013-10-07,71.09186553955078
2013-10-08,69.71951293945312
2013-10-09,69.5028305053711
2013-10-10,70.97450256347656
2013-10-11,71.53429412841797
2013-10-14,72.03987884521484
2013-10-15,71.75997924804688
2013-10-16,72.57258605957031
2013-10-17,72.98789978027344
2013-10-18,74.170654296875
2013-10-21,74.3331527709961
2013-10-22,74.44151306152344
2013-10-23,73.99005889892578
2013-10-24,74.31510162353516
2013-10-25,74.8478012084961
2013-10-28,74.86588287353516
2013-10-29,74.99227142333984
2013-10-30,74.92003631591797
2013-10-31,74.74849700927734
2013-11-01,74.76655578613281
2013-11-04,74.87489318847656
2013-11-05,74.95611572265625
2013-11-06,74.93805694580078
2013-11-07,73.52960968017578
2013-11-08,74.52275085449219
2013-11-11,74.4053955078125
2013-11-12,74.52275085449219
2013-11-13,75.42564392089844
2013-11-14,75.66041564941406
2013-11-15,75.80480194091797
2013-11-18,75.06452178955078
2013-11-19,74.8478012084961
2013-11-20,74.66722869873047
2013-11-21,75.42564392089844
2013-11-22,75.83192443847656
2013-11-25,76.01252746582031
2013-11-26,76.40974426269531
2013-11-27,76.94247436523438
2013-11-29,77.40290069580078
2013-12-02,77.17720794677734
2013-12-03,77.11399841308594
2013-12-04,77.18624114990234
2013-12-05,77.08692932128906
2013-12-06,77.64669036865234
2013-12-09,77.96270751953125
2013-12-10,77.90853118896484
2013-12-11,76.90632629394531
2013-12-12,76.70771026611328
2013-12-13,76.60841369628906
2013-12-16,77.0327377319336
2013-12-17,76.87926483154297
2013-12-18,77.7730941772461
2013-12-19,77.5564193725586
2013-12-20,78.34622192382812
2013-12-23,79.17044067382812
2013-12-24,79.20665740966797
2013-12-26,79.46931457519531
2013-12-27,79.2700424194336
2013-12-30,79.15229797363281
2013-12-31,79.66861724853516
2014-01-02,79.04360961914062
2014-01-03,78.47301483154297
2014-01-06,78.18316650390625
2014-01-07,78.90776062011719
2014-01-08,79.07987213134766
2014-01-09,78.81719970703125
2014-01-10,79.07080841064453
2014-01-13,77.90241241455078
2014-01-14,79.3878173828125
2014-01-15,80.03995513916016
2014-01-16,80.04896545410156
2014-01-17,79.59613800048828
2014-01-21,80.20298767089844
2014-01-22,80.41130828857422
2014-01-23,80.13960266113281
2014-01-24,78.5635986328125
2014-01-27,77.80279541015625
2014-01-28,77.75748443603516
2014-01-29,76.9241943359375
2014-01-30,78.34622192382812
2014-01-31,78.13790130615234
2014-02-03,76.34455871582031
2014-02-04,76.90609741210938
2014-02-05,76.70681762695312
2014-02-06,77.68502807617188
2014-02-07,79.07080841064453
2014-02-10,79.5236587524414
2014-02-11,80.42942810058594
2014-02-12,80.58338165283203
2014-02-13,81.18118286132812
2014-02-14,81.3442153930664
2014-02-18,81.74272155761719
2014-02-19,81.18118286132812
2014-02-20,81.56156921386719
2014-02-21,81.452880859375
2014-02-24,81.88761901855469
2014-02-25,81.79708099365234
2014-02-26,81.72461700439453
2014-02-27,82.25482940673828
2014-02-28,82.16387176513672
2014-03-03,81.55455017089844
2014-03-04,82.59135437011719
2014-03-05,82.81873321533203
2014-03-06,82.74596405029297
2014-03-07,82.33671569824219
2014-03-10,82.4094467163086
2014-03-11,82.05476379394531
2014-03-12,82.36400604248047
2014-03-13,81.19982147216797
2014-03-14,80.64501953125
2014-03-17,81.35444641113281
2014-03-18,82.33671569824219
2014-03-19,81.89106750488281
2014-03-20,82.11844635009766
2014-03-21,81.13030242919922
2014-03-24,80.41925048828125
2014-03-25,80.68360900878906
2014-03-26,79.6444091796875
2014-03-27,79.1977310180664
2014-03-28,79.35272216796875
2014-03-31,79.91790771484375
2014-04-01,81.32171630859375
2014-04-02,81.5313720703125
2014-04-03,80.88414764404297
2014-04-04,78.73284149169922
2014-04-07,77.98534393310547
2014-04-08,78.7054672241211
2014-04-09,80.05459594726562
2014-04-10,77.57510375976562
2014-04-11,76.67265319824219
2014-04-14,77.27433776855469
2014-04-15,77.52955627441406
2014-04-16,78.55962371826172
2014-04-17,78.57785034179688
2014-04-21,79.16124725341797
2014-04-22,79.7902603149414
2014-04-23,79.08834838867188
2014-04-24,79.84496307373047
2014-04-25,78.56875610351562
2014-04-28,78.82398223876953
2014-04-29,79.45297241210938
2014-04-30,79.6626205444336
2014-05-01,79.89965057373047
2014-05-02,79.75379943847656
2014-05-05,80.17312622070312
2014-05-06,79.13391876220703
2014-05-07,78.90605163574219
2014-05-08,78.83311462402344
2014-05-09,79.12483215332031
2014-05-12,80.4283447265625
2014-05-13,80.48309326171875
2014-05-14,80.06372833251953
2014-05-15,79.43478393554688
2014-05-16,79.95435333251953
2014-05-19,80.51042175292969
2014-05-20,80.21868896484375
2014-05-21,80.98444366455078
2014-05-22,81.3399658203125
2014-05-23,81.9324722290039
2014-05-27,82.95341491699219
2014-05-28,82.6982192993164
2014-05-29,83.22689056396484
2014-05-30,83.23605346679688
2014-06-02,83.15397644042969
2014-06-03,83.11749267578125
2014-06-04,83.42744445800781
2014-06-05,84.12936401367188
2014-06-06,84.61247253417969
2014-06-09,84.54869842529297
2014-06-10,84.69454956054688
2014-06-11,84.67627716064453
2014-06-12,83.91057586669922
2014-06-13,84.1567153930664
2014-06-16,84.2296371459961
2014-06-17,84.27523803710938
2014-06-18,84.74923706054688
2014-06-19,84.69454956054688
2014-06-20,84.79415130615234
2014-06-23,84.81244659423828
2014-06-24,84.73015594482422
2014-06-25,85.26944732666016
2014-06-26,85.31515502929688
2014-06-27,85.6899185180664
2014-06-30,85.83615112304688
2014-07-01,86.77758026123047
2014-07-02,86.92385864257812
2014-07-03,87.47224426269531
2014-07-07,87.20722961425781
2014-07-08,86.15606689453125
2014-07-09,86.79589080810547
2014-07-10,86.52165985107422
2014-07-11,87.0792236328125
2014-07-14,87.6002426147461
2014-07-15,87.29859924316406
2014-07-16,87.64595031738281
2014-07-17,86.48512268066406
2014-07-18,87.85615539550781
2014-07-21,87.74647521972656
2014-07-22,88.30402374267578
2014-07-23,88.87073516845703
2014-07-24,88.77017974853516
2014-07-25,88.42288970947266
2014-07-28,88.45026397705078
2014-07-29,88.29486846923828
2014-07-30,88.64221954345703
2014-07-31,86.8507308959961
2014-08-01,86.53082275390625
2014-08-04,87.12493133544922
2014-08-05,86.45769500732422
2014-08-06,86.3936996459961
2014-08-07,86.11949920654297
2014-08-08,86.74104309082031
2014-08-11,87.25287628173828
2014-08-12,87.2163314819336
2014-08-13,88.13946533203125
2014-08-14,88.5965347290039
2014-08-15,89.02609252929688
2014-08-18,89.71162414550781
2014-08-19,90.21435546875
2014-08-20,90.21435546875
2014-08-21,90.39712524414062
2014-08-22,90.53424835205078
2014-08-25,90.85416412353516
2014-08-26,90.94554901123047
2014-08-27,90.96382904052734
2014-08-28,90.86328887939453
2014-08-29,91.20146942138672
2014-09-02,91.46654510498047
2014-09-03,90.9272689819336
2014-09-04,90.84501647949219
2014-09-05,91.30204772949219
2014-09-08,91.47566986083984
2014-09-09,90.717041015625
2014-09-10,91.46654510498047
2014-09-11,91.3934097290039
2014-09-12,90.9272689819336
2014-09-15,90.04981231689453
2014-09-16,90.83588409423828
2014-09-17,90.97296905517578
